Holdings details

Value ETF (VTV)


Equity,as of 02/29/2024

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,2550161,McCormick & Co Inc/MD,MKC,0.09%,Food Products,US,---,"$144,673,689.38","2,100,983"
,2570200,Masco Corp,MAS,0.09%,Building Products,US,---,"$144,086,196.00","1,877,100"
,BP96PS6,Synchrony Financial,SYF,0.09%,Consumer Finance,US,---,"$142,816,432.50","3,458,025"
,2927925,Ventas Inc,VTR,0.09%,Health Care REITs,US,---,"$142,269,649.76","3,364,144"
,2583576,ON Semiconductor Corp,ON,0.09%,Semiconductors & Semiconductor Equipment,US,---,"$142,074,388.36","1,800,233"
,2961053,Skyworks Solutions Inc,SWKS,0.09%,Semiconductors & Semiconductor Equipment,US,---,"$140,169,028.12","1,335,961"
,2219224,CMS Energy Corp,CMS,0.09%,Multi-Utilities,US,---,"$139,906,727.38","2,438,674"
,2507457,Akamai Technologies Inc,AKAM,0.09%,IT Services,US,---,"$139,816,434.72","1,260,516"
,BJLT387,Avantor Inc,AVTR,0.09%,Life Sciences Tools & Services,US,---,"$139,312,859.84","5,653,931"
,B05MZT4,Celanese Corp,CE,0.08%,Chemicals,US,---,"$137,905,024.53","907,449"
,2504566,Packaging Corp of America,PKG,0.08%,Containers & Packaging,US,---,"$135,763,855.10","749,290"
,2093644,W R Berkley Corp,WRB,0.08%,Insurance,US,---,"$135,153,779.20","1,616,672"
,2648668,Northern Trust Corp,NTRS,0.08%,Capital Markets,US,---,"$135,060,403.23","1,644,471"
,2556868,Everest Group Ltd,EG,0.08%,Insurance,US,---,"$133,784,660.64","362,678"
,2523044,Carnival Corp,CCL,0.08%,"Hotels, Restaurants & Leisure",US,---,"$133,574,077.78","8,422,073"
,2094670,Best Buy Co Inc,BBY,0.08%,Specialty Retail,US,---,"$132,477,153.36","1,637,947"
,2909730,Tyson Foods Inc,TSN,0.08%,Food Products,US,---,"$129,357,952.32","2,384,918"
,B0G4K50,CF Industries Holdings Inc,CF,0.08%,Chemicals,US,---,"$128,915,409.68","1,597,069"
,2903958,Trimble Inc,TRMB,0.08%,"Electronic Equipment, Instruments & Components",US,---,"$127,270,182.42","2,079,918"
,2486813,Kellanova,K,0.08%,Food Products,US,---,"$126,379,147.95","2,291,553"
,BYMWL86,TransUnion,TRU,0.08%,Professional Services,US,---,"$125,704,939.29","1,619,283"
,BDHLTQ5,Baker Hughes Co,BKR,0.08%,Energy Equipment & Services,US,---,"$124,424,884.76","4,204,964"
,B4QG225,United Airlines Holdings Inc,UAL,0.08%,Passenger Airlines,US,---,"$124,226,502.97","2,730,853"
,2316619,Essex Property Trust Inc,ESS,0.08%,Residential REITs,US,---,"$124,159,984.00","536,560"
,BMWS3X9,Viatris Inc,VTRS,0.08%,Pharmaceuticals,US,---,"$124,059,670.12","10,029,076"
,BTN1Y44,Walgreens Boots Alliance Inc,WBA,0.08%,Consumer Staples Distribution & Retail,US,---,"$122,841,725.68","5,778,068"
,2589132,Mid-America Apartment Communities Inc,MAA,0.08%,Residential REITs,US,---,"$122,580,102.80","975,335"
,2818740,Snap-on Inc,SNA,0.07%,Machinery,US,---,"$121,646,277.06","441,291"
,2989356,Zebra Technologies Corp,ZBRA,0.07%,"Electronic Equipment, Instruments & Components",US,---,"$119,996,414.88","429,356"
,2910970,Marathon Oil Corp,MRO,0.07%,"Oil, Gas & Consumable Fuels",US,---,"$118,637,838.50","4,892,282"
,BZ6VT82,Charter Communications Inc,CHTR,0.07%,Media,US,---,"$118,087,259.29","401,753"
,2405302,Halliburton Co,HAL,0.07%,Energy Equipment & Services,US,---,"$118,070,484.63","3,366,709"
,2702791,Quest Diagnostics Inc,DGX,0.07%,Health Care Providers & Services,US,---,"$117,372,371.34","939,806"
,2971029,LKQ Corp,LKQ,0.07%,Distributors,US,---,"$116,980,416.63","2,237,147"
,BQRX1X3,Citizens Financial Group Inc,CFG,0.07%,Banks,US,---,"$115,431,012.02","3,677,318"
,BKLJ8V2,Howmet Aerospace Inc,HWM,0.07%,Aerospace & Defense,US,---,"$114,550,784.70","1,721,274"
,B3Q2FJ4,Stanley Black & Decker Inc,SWK,0.07%,Machinery,US,---,"$114,447,189.63","1,281,747"
,2305844,Revvity Inc,RVTY,0.07%,Life Sciences Tools & Services,US,---,"$113,061,372.84","1,031,676"
,2754907,Royal Caribbean Cruises Ltd,RCL,0.07%,"Hotels, Restaurants & Leisure",US,---,"$112,294,016.15","910,369"
,B58YSC6,SS&C Technologies Holdings Inc,SSNC,0.07%,Professional Services,US,---,"$112,139,940.32","1,758,782"
,2523022,Loews Corp,L,0.07%,Insurance,US,---,"$112,103,651.77","1,492,129"
,2490911,KeyCorp,KEY,0.07%,Banks,US,---,"$111,718,759.75","7,828,925"
,BBGVT40,News Corp,NWSA,0.07%,Media,US,---,"$110,706,946.56","4,118,562"
,BNBRDD4,Fidelity National Financial Inc,FNF,0.07%,Insurance,US,---,"$109,307,982.78","2,161,091"
,2215460,Conagra Brands Inc,CAG,0.06%,Food Products,US,---,"$104,496,181.92","3,721,374"
,B826YT8,WP Carey Inc,WPC,0.06%,Diversified REITs,US,---,"$102,959,354.37","1,827,789"
,2465254,International Paper Co,IP,0.06%,Containers & Packaging,US,---,"$102,286,756.00","2,892,725"
,2951452,J M Smucker Co/The,SJM,0.06%,Food Products,US,---,"$101,294,777.93","842,929"
,2973821,Alliant Energy Corp,LNT,0.06%,Electric Utilities,US,---,"$100,883,335.00","2,112,740"
,BJN4XN5,Gen Digital Inc,GEN,0.06%,Software,US,---,"$97,835,459.96","4,552,604"
,2727910,UDR Inc,UDR,0.06%,Residential REITs,US,---,"$97,620,846.50","2,749,883"
,2645409,NiSource Inc,NI,0.06%,Multi-Utilities,US,---,"$97,427,029.96","3,738,566"
,BFY8C75,STERIS PLC,STE,0.06%,Health Care Equipment & Supplies,US,---,"$96,199,981.85","413,035"
,BMVP7Y0,Royalty Pharma PLC,RPRX,0.06%,Pharmaceuticals,US,---,"$95,933,350.62","3,161,943"
,BFMXGR0,Evergy Inc,EVRG,0.06%,Electric Utilities,US,---,"$95,073,799.28","1,919,132"
,2547419,MGM Resorts International,MGM,0.06%,"Hotels, Restaurants & Leisure",US,---,"$92,691,694.00","2,141,675"
,BD81GW9,Invitation Homes Inc,INVH,0.05%,Residential REITs,US,---,"$87,130,481.72","2,557,396"
,2849472,Steel Dynamics Inc,STLD,0.05%,Metals & Mining,US,---,"$85,987,914.48","642,564"
,BDFG6S3,Hubbell Inc,HUBB,0.05%,Electrical Equipment,US,---,"$85,302,056.28","224,084"
,B3NPHP6,Mosaic Co/The,MOS,0.05%,Chemicals,US,---,"$85,140,057.16","2,732,351"
,2002479,AES Corp/The,AES,0.05%,Independent Power and Renewable Electricity Producers,US,---,"$85,084,386.40","5,597,657"
,BPGMZQ5,Veralto Corp,VLTO,0.05%,Commercial Services & Supplies,US,---,"$84,520,142.72","978,016"
,BZ8VJQ8,Vistra Corp,VST,0.05%,Independent Power and Renewable Electricity Producers,US,---,"$81,467,761.50","1,493,725"
,2437264,Hormel Foods Corp,HRL,0.05%,Food Products,US,---,"$80,728,628.20","2,285,635"
,BKVD2N4,Seagate Technology Holdings PLC,STX,0.05%,"Technology Hardware, Storage & Peripherals",US,---,"$77,282,770.55","830,551"
,BDV82B8,Leidos Holdings Inc,LDOS,0.05%,Professional Services,US,---,"$73,487,535.00","574,750"
,BL98841,Rivian Automotive Inc,RIVN,0.04%,Automobiles,US,---,"$71,911,579.16","6,352,613"
,2162845,Campbell Soup Co,CPB,0.04%,Food Products,US,---,"$68,976,809.20","1,617,655"
,BJJMGL2,Fox Corp,FOXA,0.04%,Media,US,---,"$63,421,182.18","2,128,942"
,2350684,Franklin Resources Inc,BEN,0.04%,Capital Markets,US,---,"$62,414,053.20","2,273,736"
,2567503,Host Hotels & Resorts Inc,HST,0.04%,Hotel & Resort REITs,US,---,"$61,148,716.78","2,948,347"
,BYNQ369,Albertsons Cos Inc,ACI,0.03%,Consumer Staples Distribution & Retail,US,---,"$53,698,377.72","2,647,849"
,2983563,CarMax Inc,KMX,0.03%,Specialty Retail,US,---,"$52,422,741.00","663,579"
,2466321,Interpublic Group of Cos Inc/The,IPG,0.03%,Media,US,---,"$50,282,672.60","1,601,359"
,2726177,Regency Centers Corp,REG,0.03%,Retail REITs,US,---,"$47,822,798.10","771,958"
,BK6YKG1,Globe Life Inc,GL,0.03%,Insurance,US,---,"$47,397,312.09","373,413"
,B067BM3,Molson Coors Beverage Co,TAP,0.03%,Beverages,US,---,"$47,204,438.38","756,239"
,BR9YYP4,Qorvo Inc,QRVO,0.03%,Semiconductors & Semiconductor Equipment,US,---,"$46,636,970.60","407,132"
,B1WT4X2,Interactive Brokers Group Inc,IBKR,0.03%,Capital Markets,US,---,"$46,186,647.84","424,822"
,BMTX0G9,Corebridge Financial Inc,CRBG,0.03%,Financial Services,US,---,"$45,653,505.69","1,838,643"
,BJBLRK3,Healthpeak Properties Inc,DOC,0.03%,Health Care REITs,US,---,"$44,437,465.25","2,652,983"
,2881407,Teleflex Inc,TFX,0.03%,Health Care Equipment & Supplies,US,---,"$43,799,622.84","196,596"
,2298386,Eastman Chemical Co,EMN,0.03%,Chemicals,US,---,"$43,508,423.46","495,879"
,2416962,Henry Schein Inc,HSIC,0.03%,Health Care Providers & Services,US,---,"$41,769,596.34","546,222"
,2427986,Crown Holdings Inc,CCK,0.02%,Containers & Packaging,US,---,"$38,668,275.12","504,676"
,2116228,CH Robinson Worldwide Inc,CHRW,0.02%,Air Freight & Logistics,US,---,"$34,343,339.84","463,598"
,2093666,Berkshire Hathaway Inc,BRK/A,0.02%,Financial Services,US,---,"$32,061,172.00",52
,2781585,Pool Corp,POOL,0.02%,Distributors,US,---,"$30,586,365.24","76,827"
,2328603,FMC Corp,FMC,0.02%,Chemicals,US,---,"$29,423,907.27","521,793"
,2098508,Bio-Rad Laboratories Inc,BIO,0.02%,Life Sciences Tools & Services,US,---,"$27,849,053.04","85,458"
,BJJMGY5,Fox Corp,FOX,0.02%,Media,US,---,"$27,805,101.88","1,015,526"
,BJQ05Y5,Endeavor Group Holdings Inc,EDR,0.02%,Entertainment,US,---,"$27,190,112.30","1,130,566"
,BKTNTR9,Paramount Global,PARA,0.01%,Media,US,---,"$21,429,832.32","1,941,108"
,2166320,Camden Property Trust,CPT,0.01%,Residential REITs,US,---,"$21,098,895.68","223,316"
,BYP0CD9,Avangrid Inc,AGR,0.01%,Electric Utilities,US,---,"$20,206,171.70","649,090"
,B01ZP20,Westlake Corp,WLK,0.01%,Chemicals,US,---,"$18,592,827.11","134,041"
,BYXJF62,Zillow Group Inc,Z,0.01%,Real Estate Management & Development,US,---,"$18,082,040.65","322,031"
,BGLDK10,Sirius XM Holdings Inc,SIRI,<0.01%,Media,US,---,"$14,362,445.24","3,249,422"
,BMD6Y84,Rocket Cos Inc,RKT,<0.01%,Financial Services,US,---,"$13,282,526.56","1,057,526"
,BP0TR77,Lucid Group Inc,LCID,<0.01%,Automobiles,US,---,"$6,331,729.80","1,918,706"
,BVYJBR3,Zillow Group Inc,ZG,<0.01%,Real Estate Management & Development,US,---,"$4,455,030.54","82,409"
,BPLYVJ1,Liberty Media Corp-Liberty SiriusXM,LSXMA,<0.01%,Media,US,---,"$4,369,659.56","149,954"
,BKTNTP7,Paramount Global,PARAA,<0.01%,Media,US,---,"$2,422,155.24","114,903"
,2578293,Lennar Corp,LEN/B,<0.01%,Household Durables,US,---,"$2,299,266.74","15,602"
,BPLYVL3,Liberty Media Corp-Liberty SiriusXM,LSXMK,<0.01%,Media,US,---,"$1,082,403.00","37,350"
,BBGVT51,News Corp,NWS,<0.01%,Media,US,---,"$781,200.90","27,910"
,2019479,Boston Properties Inc,BXP,<0.01%,Office REITs,US,---,$970.80,15
,2111955,BorgWarner Inc,BWA,<0.01%,Automobile Components,US,---,$778.25,25
,BS44H79,NET Lease Office Properties,NLOP,<0.01%,Office REITs,US,---,$17.90,0.734


Fixed income,as of 02/29/2024

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,MARKET VALUE*,FACEAMOUNT,COUPONYIELD,MATURITY DATE



Short-term reserves,as of 02/29/2024

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,MARKET VALUE*
,---,MKTLIQ,---,0.08%,"$131,004,528.14"
,---,SLBBH1142,---,0.03%,"$48,577,214.99"



"** There may be deviations when applying fair value and other considerations."



"Sector categories are based on the Industry Classification Benchmark system (“ICB”), except for the “Other” category (if applicable), which includes securities that have not been provided an ICB classification as of the effective reporting period."



"For more information about Vanguard funds and Vanguard ETF Shares, visit advisors.vanguard.com or call 800-997-2798 to obtain a prospectus or, if available, a summary prospectus. Investment objectives, risks, charges, expenses, and other important information about a fund are contained in the prospectus; read and consider it carefully before investing."
